file;duration_s;meanF0;medianF0;minF0;maxF0;sdF0;jitter_local;shimmer_local;meanHNR;meanIntensity;voiced_fraction
E:/Source/Gazetest/Assets/Recordings/2025-10-09_21-41-46.wav;10.91;134.33483493921844;134.6073152607995;120.20133126154361;172.09078140089417;5.741122760844129;0.01983;0.08167999999999999;18.017948447475593;28.54567891299176;0.2597243491577335
