file;duration_s;meanF0;medianF0;minF0;maxF0;sdF0;jitter_local;shimmer_local;meanHNR;meanIntensity;voiced_fraction
E:/Source/Gazetest/Assets/Recordings/2025-10-09_16-56-47.wav;45.39;154.93749377122654;114.07747184437142;76.55502491489537;598.4136111136492;112.4046374079099;0.03194;0.11158;10.658770789962691;36.21306467187678;0.18052902277736957
