file;duration_s;meanF0;medianF0;minF0;maxF0;sdF0;jitter_local;shimmer_local;meanHNR;meanIntensity;voiced_fraction
E:/Source/Gazetest/Assets/Recordings/2025-10-09_21-40-18.wav;16.35;143.00120093354937;143.16432787716457;77.25083902965751;180.96106266826874;13.701209352284378;0.01836;0.08938;15.81183382736235;26.48875124202195;0.11637403021641486
