file;duration_s;meanF0;medianF0;minF0;maxF0;sdF0;jitter_local;shimmer_local;meanHNR;meanIntensity;voiced_fraction
E:/Source/Gazetest/Assets/Recordings/2025-10-09_16-50-06.wav;38.24;149.7728638677021;125.18278708840694;77.95931634500602;570.9751164177021;87.59671011647217;0.024980000000000002;0.11649;10.581594035848893;33.881196135284775;0.13362407326646314
