file;duration_s;meanF0;medianF0;minF0;maxF0;sdF0;jitter_local;shimmer_local;meanHNR;meanIntensity;voiced_fraction
E:/Source/Gazetest/Assets/Recordings/2025-10-09_21-47-07.wav;6.16;140.26746351879422;140.07909499088697;77.96275545172433;451.28527381755936;31.22314582481978;0.02565;0.11119;11.985787268138735;37.784832805202115;0.532319391634981
