file;duration_s;meanF0;medianF0;minF0;maxF0;sdF0;jitter_local;shimmer_local;meanHNR;meanIntensity;voiced_fraction
E:/Source/Gazetest/Assets/Recordings/2025-10-07_15-19-17.wav;4.68;131.60853159711004;111.25758737309802;80.32388285511864;588.2441088881457;89.06388253042941;0.05596;0.17291;8.235974006848283;39.20216566537969;0.3843951324266285
