file;duration_s;meanF0;medianF0;minF0;maxF0;sdF0;jitter_local;shimmer_local;meanHNR;meanIntensity;voiced_fraction
E:/Source/Gazetest/Assets/Recordings/2025-10-12_17-22-45.wav;5;185.38476881545455;201.086011700584;89.53117042538221;225.09719036357654;42.08267421443066;0.0745;0.21135;-0.43748186356801666;29.841221014480777;0.04688546550569324
