file;duration_s;meanF0;medianF0;minF0;maxF0;sdF0;jitter_local;shimmer_local;meanHNR;meanIntensity;voiced_fraction
untitled.wav;14.434648526077098;151.9331863851976;128.48941382489605;75.78980125663278;522.2616889389408;67.86887371034786;0.01781;0.10589000000000001;10.865430876519119;57.3330426124546;0.4582465880175804
